idx,parent_device_id,product_type,air_temp [K],process_temp [K],speed [RPM],torque [Nm],tool_wear [min],target
7726,17925,L,299.98,310.49,1313,52.76,228,failure
7727,15030,L,300.81,309.69,1264,63.83,84,failure
7728,11779,L,302.81,312.25,1419,52.68,212,failure
7729,14281,L,302.57,310.88,1332,51.75,154,failure
7730,6849,L,301.1,311.3,1498,37.6,11,normal
7731,3166,M,300.4,309.7,1539,37.7,156,normal
7732,12796,L,302.3,310.89,1378,49.19,33,failure
7733,2268,L,299.2,308.5,1438,46.6,63,normal
7734,16912,L,301.05,310.02,1381,50.33,227,failure
7735,18333,L,299.67,309.75,1392,57.18,9,failure
7736,1733,L,298.4,308.0,1515,42.8,125,normal
7737,4864,L,303.6,312.3,1451,43.4,119,normal
7738,2664,M,299.9,309.4,1487,42.2,198,normal
7739,9160,H,297.5,308.5,1671,28.0,158,normal
7740,4778,H,303.6,312.2,1371,54.6,112,failure
7741,18747,L,303.88,312.96,1364,60.9,203,failure
7742,5262,L,303.4,312.8,1449,43.9,94,normal
7743,12025,L,302.84,311.02,1330,62.65,53,failure
7744,4048,L,301.9,311.0,2691,12.1,31,failure
7745,8480,L,298.4,309.6,1477,35.6,101,normal
7746,15538,L,302.04,310.73,1252,66.48,189,failure
7747,6007,M,300.7,310.6,1349,54.5,19,normal
7748,6595,M,301.5,310.7,1460,38.6,14,normal
7749,11407,L,302.8,310.55,1321,60.54,90,failure
7750,9726,L,298.8,309.8,1557,37.2,139,normal
7751,19005,L,299.31,308.93,1328,53.0,207,failure
7752,19219,L,298.43,309.22,1335,55.69,206,failure
7753,5967,L,300.4,310.8,1390,52.5,144,normal
7754,8393,L,298.5,309.5,1428,43.5,87,normal
7755,10962,L,296.76,307.63,1319,68.19,23,failure
7756,13324,L,301.99,310.51,2672,11.57,114,failure
7757,11929,L,301.61,310.24,1263,61.66,88,failure
7758,11837,L,303.4,311.82,1296,58.67,55,failure
7759,12350,H,297.49,307.88,1611,35.62,219,failure
7760,18815,L,301.66,310.76,1378,54.53,209,failure
7761,8941,M,297.3,308.3,1595,32.2,29,normal
7762,11807,M,302.4,310.3,1375,53.0,162,failure
7763,124,L,298.9,308.7,1727,29.4,116,normal
7764,6710,L,301.5,310.7,1323,49.7,79,normal
7765,18205,L,302.91,310.98,1345,56.37,100,failure
7766,5114,M,304.2,313.8,1481,44.9,136,normal
7767,17951,H,303.17,311.45,1373,52.57,110,failure
7768,13519,L,298.99,309.89,1373,55.71,201,failure
7769,17821,L,303.19,311.4,1352,46.67,190,failure
7770,1459,L,299.0,310.3,1472,36.1,97,normal
7771,16482,L,298.34,309.11,1471,43.56,218,failure
7772,12806,L,299.87,309.24,1300,65.63,46,failure
7773,4524,M,302.5,310.5,1527,38.8,136,normal
7774,11738,L,301.18,310.43,2637,12.06,19,failure
7775,7240,M,299.9,310.1,1362,56.3,179,normal
7776,15002,H,303.33,312.06,1274,64.82,156,failure
7777,442,L,297.4,308.5,1399,61.5,61,failure
7778,10498,L,299.64,309.85,1334,55.4,204,failure
7779,763,L,296.7,307.8,1400,47.5,3,normal
7780,18509,L,302.7,311.03,1334,53.45,162,failure
7781,17827,H,299.43,308.66,1608,33.46,228,failure
7782,15482,H,303.41,311.88,1367,52.33,110,failure
7783,7643,H,300.4,311.4,1427,50.7,122,normal
7784,7008,L,300.5,310.6,1368,49.6,10,normal
7785,18902,L,302.74,311.3,1360,47.89,116,failure
7786,805,M,297.0,307.9,1412,47.4,112,normal
7787,15665,L,299.0,310.2,2739,8.7,144,failure
7788,10114,L,302.78,310.9,1340,50.52,165,failure
7789,1128,M,296.8,307.9,1843,25.2,116,normal
7790,18419,M,302.36,310.26,1352,47.77,6,failure
7791,16908,L,300.98,309.45,1321,61.61,59,failure
7792,16497,L,302.35,311.36,1263,57.6,202,failure
7793,3507,M,301.7,310.8,1502,34.4,157,normal
7794,16132,L,299.04,310.06,1372,53.19,226,failure
7795,8215,L,299.1,310.5,1437,43.1,40,normal
7796,12564,H,301.5,310.79,1626,34.61,225,failure
7797,9929,H,298.4,308.4,1479,39.2,58,normal
7798,16432,L,302.62,310.57,1347,47.29,170,failure
7799,15033,L,303.9,312.85,1515,35.45,210,failure
7800,4254,L,302.6,311.0,1284,68.0,114,failure
7801,9473,L,298.7,309.5,1446,40.0,160,normal
7802,9177,L,297.9,309.1,1504,43.0,4,normal
7803,1380,L,298.7,310.1,1786,27.7,114,normal
7804,5200,L,303.8,312.8,1416,58.7,156,normal
7805,17527,L,298.89,310.16,1385,65.05,82,failure
7806,19271,L,303.27,312.82,1366,59.93,206,failure
7807,9183,L,297.9,309.1,1543,36.6,20,normal
7808,18307,H,300.16,309.12,1379,48.47,237,failure
7809,13173,L,301.19,310.46,1359,60.1,68,failure
7810,13436,M,302.31,310.24,1376,51.21,162,failure
7811,8505,L,298.4,309.7,1530,38.6,161,normal
7812,6811,L,300.9,310.6,1504,46.4,129,normal
7813,2375,M,299.2,308.4,1476,32.7,101,normal
7814,13093,M,302.81,310.74,1364,51.27,60,failure
7815,15843,L,298.11,308.42,2559,12.86,142,failure
7816,3514,H,301.9,311.0,1430,49.8,174,normal
7817,2161,L,299.4,309.1,1464,40.5,215,normal
7818,7468,L,300.3,311.6,1560,37.7,107,normal
7819,7398,M,299.7,310.7,1498,37.8,146,normal
7820,16115,L,302.77,310.82,1344,48.78,171,failure
7821,1138,L,296.9,307.9,1435,41.6,139,normal
7822,10037,L,302.82,310.79,1349,51.82,6,failure
7823,12804,L,299.84,309.13,1313,62.13,67,failure
7824,10710,L,298.27,308.84,1294,69.31,149,failure
7825,18812,L,299.06,308.8,1258,69.36,117,failure
7826,13781,L,301.27,310.33,1324,44.98,207,failure
7827,14357,H,302.0,310.45,1284,61.83,22,failure
7828,10565,L,299.5,308.85,1311,59.4,198,failure
7829,11483,L,297.56,308.28,1617,35.01,217,failure
7830,5198,L,303.8,312.8,1428,53.3,152,normal
7831,12555,L,296.97,307.79,2839,5.37,197,failure
7832,17366,L,299.09,310.24,1376,62.29,91,failure
7833,6941,L,300.8,311.4,1316,57.6,43,normal
7834,7066,M,300.8,310.7,1572,36.2,167,normal
7835,18099,L,299.43,309.02,2841,5.28,42,failure
7836,8559,L,298.3,309.0,1519,40.0,96,normal
7837,14195,L,303.4,311.79,1305,60.49,215,failure
7838,2855,L,300.5,309.3,1528,37.0,221,normal
7839,5568,L,302.5,312.1,1534,38.6,3,normal
7840,18965,L,301.91,310.92,1565,38.92,213,failure
7841,5879,L,301.4,311.0,1701,28.4,127,normal
7842,9561,L,299.6,310.9,1853,26.3,166,normal
7843,18277,M,302.23,310.99,1421,48.98,105,failure
7844,12820,M,302.39,310.21,1358,53.14,61,failure
7845,2215,H,299.7,309.2,1468,49.6,132,normal
7846,8197,M,299.4,310.7,1492,45.7,219,normal
7847,17931,L,302.59,310.5,1346,47.15,169,failure
7848,12049,M,303.09,311.56,2656,11.57,57,failure
7849,1816,L,298.1,307.6,1460,46.5,143,normal
7850,15570,L,302.6,310.51,1365,65.55,82,failure
7851,6940,H,300.8,311.4,1453,44.6,38,normal
7852,3467,L,301.8,310.7,1461,44.2,49,normal
7853,5333,M,303.5,312.6,1405,51.6,62,normal
7854,4989,L,303.9,313.2,1499,37.4,7,normal
7855,15856,L,303.47,311.95,1365,54.4,30,failure
7856,18158,L,302.36,310.89,1428,50.13,110,failure
7857,3599,H,301.7,310.5,1388,50.5,176,normal
7858,8656,M,297.3,308.3,1697,27.4,121,normal
7859,10573,L,303.0,311.22,1339,51.63,171,failure
7860,15361,L,301.94,310.18,1348,56.05,187,failure
7861,12599,L,303.02,311.3,1335,53.43,165,failure
7862,16161,L,303.46,311.95,1363,53.05,90,failure
7863,9586,L,299.4,310.6,1348,54.5,22,normal
7864,3627,L,302.2,311.5,1588,30.6,39,normal
7865,5266,M,303.4,312.8,1518,38.7,103,normal
7866,11411,L,297.34,308.62,2871,4.29,124,failure
7867,452,M,297.4,308.6,1643,31.0,89,normal
7868,4581,L,303.0,311.2,1601,32.9,69,normal
7869,2570,L,299.6,309.2,1713,26.5,167,normal
7870,9373,L,297.7,308.5,1453,45.5,86,normal
7871,10680,L,302.51,310.69,1264,67.1,192,failure
7872,9812,M,298.2,309.1,1411,45.8,157,normal
7873,18961,H,302.44,310.25,1331,45.73,53,failure
7874,4157,L,302.0,310.5,1263,60.6,90,failure
7875,10574,L,303.38,311.47,1308,55.41,43,failure
7876,2030,L,298.9,308.6,1400,49.5,79,normal
7877,19141,L,301.59,310.75,1417,48.97,18,failure
7878,11789,H,301.72,310.79,1566,38.89,213,failure
7879,18153,L,300.47,311.53,1208,75.68,3,failure
7880,14782,H,302.46,310.25,1305,54.87,87,failure
7881,852,M,296.3,307.3,1368,49.5,10,normal
7882,10436,L,300.14,310.2,2774,7.52,173,failure
7883,2857,M,300.4,309.2,1528,37.2,228,normal
7884,14207,L,298.04,308.49,1405,62.01,195,failure
7885,17475,L,301.95,310.79,1382,50.51,228,failure
7886,14978,L,302.68,310.67,1346,55.49,187,failure
7887,16785,M,303.32,312.42,2674,10.86,18,failure
7888,12190,L,303.03,310.97,1318,58.31,89,failure
7889,8891,M,297.7,308.9,1681,28.3,116,normal
7890,19228,L,300.78,310.38,1414,52.2,14,failure
7891,13808,L,302.16,310.18,1366,47.76,169,failure
7892,4206,M,302.3,310.8,1721,28.4,215,normal
7893,4188,M,302.3,310.8,1611,31.8,169,normal
7894,3974,L,302.4,311.5,1505,37.9,79,normal
7895,13421,L,297.74,308.45,1399,57.28,199,failure
7896,14945,L,302.55,310.8,1308,55.69,42,failure
7897,18864,L,297.77,308.53,1476,40.22,220,failure
7898,8274,L,298.9,310.5,1640,29.2,195,normal
7899,17072,L,303.2,311.47,1340,56.82,3,failure
7900,3752,H,302.3,311.1,1455,40.3,145,normal
7901,619,L,298.3,310.0,1507,44.7,73,normal
7902,8741,L,297.4,308.8,1538,41.2,126,normal
7903,8971,L,296.9,307.6,1514,35.7,100,normal
7904,2930,H,300.7,309.6,1403,51.3,174,normal
7905,16691,H,302.63,311.74,1284,64.75,6,failure
7906,14938,L,301.97,311.49,1497,37.0,205,failure
7907,4320,L,301.7,310.3,1397,44.6,57,normal
7908,9447,M,298.1,308.9,1323,51.7,88,normal
7909,95,M,299.0,309.0,1351,52.2,44,normal
7910,8510,L,298.3,309.7,1484,44.3,173,normal
7911,5391,L,302.7,312.2,1572,34.4,228,normal
7912,5793,L,301.8,311.3,1471,44.2,148,normal
7913,9149,M,297.5,308.6,1429,50.5,129,normal
7914,7283,M,300.0,310.2,1443,58.7,68,normal
7915,13923,L,298.9,309.21,2848,5.01,142,failure
7916,12084,L,301.7,310.91,1316,57.19,11,failure
7917,13996,L,297.73,308.09,2831,5.65,213,failure
7918,15706,L,297.62,308.36,1295,69.2,151,failure
7919,1586,M,298.3,308.4,1486,44.2,196,normal
7920,18043,L,302.46,311.31,1406,56.06,208,failure
7921,3969,L,302.3,311.4,1504,38.7,65,normal
7922,7272,L,300.2,310.3,1202,59.5,40,normal
7923,5752,H,302.3,311.8,1804,25.0,43,normal
7924,6720,L,301.3,310.6,1458,48.0,104,normal
7925,5841,M,301.3,311.1,1678,30.7,34,normal
7926,7120,L,300.9,310.5,2288,16.1,85,normal
7927,4573,H,302.8,311.0,1436,43.5,47,normal
7928,14804,L,302.3,310.44,1325,60.41,89,failure
7929,6850,M,301.0,311.2,1521,35.8,13,normal
7930,6001,M,300.4,310.2,1380,47.3,5,normal
7931,5174,M,304.2,313.5,1390,47.8,83,normal
7932,4325,L,301.6,310.2,1384,57.1,68,normal
7933,4624,M,303.0,311.1,1428,39.8,181,normal
7934,14741,L,303.02,312.34,1509,34.11,205,failure
7935,15535,L,299.76,310.66,1398,53.26,219,failure
7936,18170,L,298.95,310.34,1370,53.71,227,failure
7937,4369,H,302.0,309.9,1735,27.2,192,normal
7938,8375,M,298.8,309.6,1384,48.2,39,normal
7939,13769,L,302.71,311.12,1330,53.8,200,failure
7940,12098,L,302.76,312.3,1478,46.27,249,failure
7941,4790,L,303.8,312.8,1443,40.7,145,normal
7942,10393,L,300.0,311.39,1273,59.51,198,failure
7943,2190,M,299.6,309.1,1471,44.3,67,normal
7944,4910,M,303.5,312.4,1606,31.7,22,normal
7945,12205,L,301.02,310.69,1399,54.33,212,failure
7946,5526,L,302.5,311.9,1520,44.9,94,normal
7947,4822,L,303.5,311.9,1565,38.9,12,normal
7948,10016,L,302.59,310.84,1373,54.52,120,failure
7949,237,M,298.0,308.1,1552,36.6,190,normal
7950,10819,L,303.08,311.35,1360,45.62,63,failure
7951,11963,L,303.16,311.16,1363,46.76,27,failure
7952,560,L,297.5,309.4,1318,58.2,146,normal
7953,16069,L,299.52,309.13,1428,57.65,20,failure
7954,16570,L,296.96,308.12,2855,4.82,160,failure
7955,7538,M,300.2,311.4,1450,38.5,68,normal
7956,15458,L,302.67,310.97,1335,52.88,165,failure
7957,18375,M,298.85,308.97,1421,59.32,117,failure
7958,11988,L,299.47,309.28,1317,65.45,32,failure
7959,11222,H,298.2,308.69,2563,12.8,115,failure
7960,3105,L,299.8,309.1,1612,35.4,205,normal
7961,6836,H,301.1,311.0,1339,52.8,194,normal
7962,3438,L,301.4,310.4,1471,37.5,193,normal
7963,18292,H,300.87,310.02,1325,69.98,159,failure
7964,13292,L,298.83,309.84,2571,12.65,94,failure
7965,10730,L,299.54,309.2,1453,41.22,208,failure
7966,3991,L,302.3,311.3,1682,34.4,127,normal
7967,4080,L,302.0,310.4,1357,58.0,108,failure
7968,12748,L,297.2,308.05,1258,68.21,103,failure
7969,5987,L,300.7,310.8,1608,39.5,202,normal
7970,19312,L,297.09,308.22,1289,62.3,200,failure
7971,748,H,296.7,308.1,1528,46.3,203,normal
7972,17602,H,302.07,310.58,1375,54.87,124,failure
7973,15195,L,301.36,310.23,1315,56.43,10,failure
7974,15053,L,300.61,311.9,1371,60.1,211,failure
7975,12357,L,301.37,310.59,1280,60.87,186,failure
7976,18641,L,300.15,310.19,1403,61.1,190,failure
7977,12053,L,303.31,312.1,1284,70.04,98,failure
7978,13502,M,297.51,307.43,1228,70.51,86,failure
7979,1596,L,298.0,308.1,1877,24.3,0,normal
7980,17120,L,303.25,312.08,1280,68.94,93,failure
7981,17896,L,297.79,308.9,1290,61.81,199,failure
7982,606,L,297.9,309.8,1461,50.5,38,normal
7983,705,L,297.7,309.0,1507,38.2,94,normal
7984,6236,M,301.3,310.9,1512,36.9,159,normal
7985,1650,M,298.0,307.9,1417,51.0,137,normal
7986,11952,L,303.17,311.38,1324,53.96,227,failure
7987,18020,L,298.58,308.44,1432,61.53,20,failure
7988,5719,L,302.3,312.0,1398,43.3,171,normal
7989,9164,L,297.6,308.6,2384,14.4,171,normal
7990,10664,L,300.7,309.49,1366,62.23,44,failure
7991,4717,M,303.4,311.6,1425,45.4,184,normal
7992,3183,L,300.1,309.3,1616,32.0,199,normal
7993,13385,L,302.6,310.6,1263,67.45,194,failure
7994,3168,M,300.4,309.6,1614,30.3,161,normal
7995,15112,L,303.0,311.04,1359,44.95,113,failure
7996,7058,L,300.7,310.6,1520,45.9,146,normal
7997,6965,L,300.7,311.0,1312,52.1,107,normal
7998,2617,L,299.4,309.1,1670,35.9,68,normal
7999,15026,L,303.49,311.89,1310,53.37,86,failure
8000,12393,L,299.2,310.7,1737,26.99,224,failure
8001,1897,L,297.8,307.4,1418,41.2,155,normal
8002,14538,L,300.96,310.48,2690,10.93,129,failure
8003,2278,M,299.3,308.7,1459,35.6,87,normal
8004,5226,L,303.9,313.0,1403,48.3,10,normal
8005,15726,L,300.2,310.36,1338,58.37,203,failure
8006,7425,M,300.0,311.4,1791,24.1,213,normal
8007,16791,L,298.76,308.81,1381,55.29,204,failure
8008,12798,L,297.44,308.24,1377,56.59,202,failure
8009,5353,L,303.4,312.7,1589,34.0,116,normal
8010,10362,L,299.93,309.86,1392,58.57,193,failure
8011,3373,L,301.4,310.7,1568,35.2,23,normal
8012,18728,L,302.98,311.68,1225,67.66,172,failure
8013,11994,L,302.94,310.93,1351,47.47,9,failure
8014,11556,L,299.8,310.14,1375,56.34,202,failure
8015,1531,H,298.1,309.0,1438,41.4,60,normal
8016,1686,H,297.9,307.3,1663,28.7,7,normal
8017,8674,M,297.4,308.6,1528,29.1,163,normal
8018,5756,M,302.0,311.5,1366,52.3,54,normal
8019,10859,M,302.06,310.52,1373,47.92,71,failure
8020,4596,L,303.0,311.2,1361,47.6,106,failure
8021,17263,L,299.74,309.66,1324,44.77,207,failure
8022,15649,M,302.54,310.89,1294,61.88,122,failure
8023,5869,L,301.5,311.1,2076,18.7,103,normal
8024,19120,L,303.06,311.76,1520,36.96,216,failure
8025,3308,L,301.4,310.4,1433,43.4,86,normal
8026,10065,L,301.39,311.13,1283,68.02,8,failure
8027,6844,M,301.3,311.4,1838,23.2,215,normal
8028,11224,H,299.6,310.16,1433,45.85,34,failure
8029,2604,M,299.3,309.1,1385,45.6,34,normal
8030,10841,L,300.87,310.87,1399,58.48,190,failure
8031,18568,L,301.25,311.7,2698,10.35,137,failure
8032,3297,L,301.2,310.3,1548,38.6,59,normal
8033,17855,L,302.98,311.14,1322,48.66,62,failure
8034,6243,L,301.0,310.4,2204,16.6,175,normal
8035,11645,L,303.16,312.33,1405,59.64,124,failure
8036,1196,M,297.0,307.9,1493,34.7,57,normal
8037,8462,M,298.7,309.8,1501,44.7,48,normal
8038,5355,H,303.3,312.5,1328,49.8,120,normal
8039,7621,L,300.5,311.5,1490,38.4,67,normal
8040,3576,L,301.6,310.4,1599,41.7,116,normal
8041,8966,L,297.1,307.8,1636,30.3,90,normal
8042,304,L,297.8,308.4,1737,27.5,146,normal
8043,7886,M,300.6,312.2,2174,18.5,95,normal
8044,3920,L,302.6,311.5,1885,27.5,147,normal
8045,16166,L,301.86,311.83,1369,57.2,209,failure
8046,7342,M,299.7,310.3,1661,34.5,6,normal
8047,14361,H,302.69,311.33,1400,51.25,208,failure
8048,570,L,297.7,309.7,1498,41.0,176,normal
8049,9471,M,298.6,309.4,1774,27.5,154,normal
8050,5113,L,304.1,313.6,1382,46.7,134,normal
8051,18057,H,302.29,310.88,1365,48.62,129,failure
8052,15079,H,299.84,309.0,1609,32.75,229,failure
8053,9247,L,298.3,308.9,1695,30.7,174,normal
8054,14825,M,300.79,310.66,1257,70.49,116,failure
8055,10394,L,301.62,311.37,1337,63.39,191,failure
8056,7258,L,300.3,310.4,1742,25.9,7,normal
8057,4945,L,303.6,312.7,1418,44.1,118,normal
8058,1918,M,298.1,307.9,1496,40.0,0,normal
8059,12002,L,301.79,310.87,1269,62.73,185,failure
8060,1527,H,298.1,309.1,1425,44.5,49,normal
8061,18833,H,301.35,310.85,1366,61.63,208,failure
8062,6035,M,300.6,310.9,1702,30.3,91,normal
8063,8764,L,297.4,308.8,1620,33.4,186,normal
8064,14779,L,300.54,310.52,1371,63.27,92,failure
8065,14572,L,298.63,308.53,2555,12.91,156,failure
8066,521,L,297.5,309.4,1497,35.8,44,normal
8067,9158,H,297.4,308.4,1487,46.2,150,normal
8068,15604,L,301.39,309.93,1259,64.03,19,failure
8069,15146,L,298.41,308.52,1258,69.26,114,failure
8070,15396,L,302.27,310.63,1352,50.54,158,failure
8071,1735,L,298.4,308.0,1380,47.6,130,normal
8072,17199,L,301.64,311.62,1256,71.54,135,failure
8073,7079,L,300.7,310.5,1445,41.1,201,normal
8074,18678,L,299.67,308.9,1257,66.07,76,failure
8075,10258,L,299.73,310.83,1370,56.77,196,failure
8076,11291,M,300.71,309.86,1694,29.49,194,failure
8077,1560,M,298.2,308.4,1510,39.9,134,normal
8078,4536,L,302.4,310.2,1351,45.1,168,failure
8079,12887,L,302.61,312.29,1453,54.65,250,failure
8080,14559,L,299.26,309.01,1310,62.75,190,failure
8081,3793,L,302.3,310.9,1379,49.3,34,failure
8082,5244,L,303.6,313.0,1593,31.6,52,normal
8083,9275,L,298.2,308.7,1605,29.4,47,normal
8084,10078,H,299.38,309.7,1287,68.93,155,failure
8085,14819,L,299.26,308.75,1268,68.33,74,failure
8086,9570,L,299.7,310.9,1384,48.2,188,normal
8087,19111,L,301.68,310.56,1308,64.75,75,failure
8088,17401,H,300.19,309.3,1610,32.14,230,failure
8089,15853,M,302.75,312.03,1257,71.21,121,failure
8090,14748,L,302.79,311.04,1342,50.33,170,failure
8091,8016,M,300.9,312.0,1447,41.4,193,normal
8092,18364,L,302.79,311.56,1271,69.54,117,failure
8093,11430,L,302.12,310.58,1444,47.7,225,failure
8094,4084,L,302.0,310.4,1611,35.6,117,normal
8095,4851,L,303.7,312.1,1363,51.8,90,failure
8096,16471,L,302.8,310.86,1332,52.41,157,failure
8097,367,M,297.6,308.4,1569,38.3,93,normal
8098,16631,L,302.6,312.3,1454,54.78,252,failure
8099,15023,L,302.1,310.7,1376,46.45,210,failure
8100,4431,H,302.3,310.2,1443,54.6,120,normal
8101,14101,L,298.28,308.74,1354,54.44,206,failure
8102,17700,L,299.12,309.89,1287,61.06,216,failure
8103,18974,L,298.85,308.15,1512,31.61,209,failure
8104,5111,L,304.1,313.6,1556,37.4,129,normal
8105,15615,L,302.58,311.24,1334,65.44,49,failure
8106,14967,L,298.87,309.24,1268,68.51,187,failure
8107,5644,L,302.5,312.0,1383,51.3,190,normal
8108,1906,L,297.9,307.6,1430,52.4,178,normal
8109,15387,L,302.19,311.67,1336,69.88,47,failure
8110,1429,M,298.9,310.0,1456,43.8,15,normal
8111,346,M,297.5,308.3,1459,45.2,34,normal
8112,887,H,295.7,306.2,2161,16.5,105,normal
8113,1127,M,296.7,307.8,1672,32.4,113,normal
8114,2026,M,298.7,308.5,1360,52.9,69,normal
8115,6340,H,300.5,309.9,1397,45.9,210,failure
8116,16763,L,302.33,311.28,1334,66.98,201,failure
8117,12131,M,302.78,311.71,2708,9.71,9,failure
8118,12464,L,299.33,308.85,1309,59.99,191,failure
8119,14329,L,301.6,310.1,1326,48.29,77,failure
8120,6557,M,301.5,310.6,1638,31.9,137,normal
8121,15215,L,302.12,311.21,1453,59.22,153,failure
8122,5228,M,303.9,313.1,1343,61.4,14,normal
8123,18050,L,299.85,308.93,1373,59.02,27,failure
8124,1832,M,297.8,307.4,1330,51.7,183,normal
8125,18107,L,301.0,310.68,2653,12.16,22,failure
8126,4097,L,301.9,310.4,1518,34.1,155,normal
8127,17620,L,302.19,310.2,1367,48.19,168,failure
8128,9166,M,297.6,308.6,1390,53.4,175,normal
8129,11967,L,298.24,309.16,2568,12.71,108,failure
8130,18903,M,299.91,310.77,1689,28.97,205,failure
8131,17605,L,297.19,308.12,1362,52.58,213,failure
8132,17266,L,298.52,308.59,1283,60.99,216,failure
8133,10779,L,302.42,311.43,1528,37.05,208,failure
8134,13422,L,302.4,310.3,1374,52.09,161,failure
8135,13642,L,302.1,310.44,1370,49.26,149,failure
8136,7093,H,300.7,310.3,1369,50.7,12,normal
8137,18889,L,301.34,310.55,1312,72.35,48,failure
8138,4859,L,303.7,312.4,1535,38.6,107,normal
8139,17077,L,301.19,310.65,2430,13.62,185,failure
8140,4017,L,302.0,310.8,1902,23.4,188,normal
8141,10848,H,301.37,311.51,1420,51.87,239,failure
8142,10869,L,302.84,311.14,1333,52.96,159,failure
8143,11006,L,302.57,310.89,1334,52.95,164,failure
8144,12502,L,299.97,311.15,2578,12.52,67,failure
8145,5774,L,301.5,311.1,1602,34.3,100,normal
8146,6402,M,300.1,309.6,1584,36.7,165,normal
8147,15799,L,300.34,310.12,1414,61.05,210,failure
8148,1627,L,297.9,307.8,1499,37.5,78,normal
8149,1509,L,298.0,308.5,1429,37.7,220,failure
8150,14729,L,302.7,310.69,1368,47.34,10,failure
8151,5958,L,300.6,310.8,1533,38.5,117,normal
8152,7950,L,300.8,311.6,1568,36.0,23,normal
8153,1845,L,297.7,307.2,1444,40.0,17,normal
8154,11750,L,302.9,310.86,1351,46.62,9,failure
8155,11745,L,299.56,309.58,1323,44.74,207,failure
8156,3164,L,300.4,309.7,1685,31.3,152,normal
8157,2907,M,300.6,309.4,1581,35.7,117,normal
8158,19310,L,302.67,310.73,1350,55.34,187,failure
8159,11181,L,299.23,308.66,1303,64.27,41,failure
8160,1211,H,296.9,308.0,1416,46.9,105,normal
8161,15878,L,297.29,307.94,1317,60.14,200,failure
8162,8535,L,298.6,309.5,1547,44.8,36,normal
8163,10828,L,301.3,309.95,1309,58.51,40,failure
8164,1813,L,298.1,307.7,1479,45.0,136,normal
8165,8638,L,297.6,308.5,1572,35.9,71,normal
8166,14395,L,299.43,310.0,1712,27.89,203,failure
8167,4293,L,301.8,310.0,1393,44.9,208,normal
8168,17749,L,299.81,310.07,1288,69.38,60,failure
8169,3002,M,300.5,309.8,1555,38.9,166,normal
8170,19081,L,300.03,309.16,1265,65.95,80,failure
8171,14030,L,302.13,310.72,1330,64.05,89,failure
8172,5372,H,302.9,312.3,1509,46.8,175,normal
8173,1926,L,298.0,307.7,1606,30.8,17,normal
8174,5859,L,301.3,311.0,1542,33.6,80,normal
8175,17940,L,299.18,309.02,2571,12.71,154,failure
8176,7588,L,300.4,311.1,2013,20.1,195,normal
8177,2738,M,299.8,309.1,1496,44.4,155,normal
8178,7654,M,300.3,311.5,1540,41.5,151,normal
8179,7833,L,300.0,311.4,1604,38.7,185,normal
8180,372,M,297.4,308.3,1405,51.7,108,normal
8181,16187,H,298.28,308.79,1558,36.54,213,failure
8182,1729,M,298.3,307.7,1439,43.8,111,normal
8183,4332,M,301.7,309.9,1452,41.5,86,normal
8184,17794,L,301.86,310.42,1334,54.57,158,failure
8185,657,L,297.7,309.2,1365,58.6,170,normal
8186,14453,L,299.06,309.8,1291,66.96,11,failure
8187,12675,L,302.86,310.93,1358,45.49,116,failure
8188,8280,L,298.8,310.6,1602,39.1,211,normal
8189,10448,L,302.34,310.7,1305,56.67,43,failure
8190,18615,L,300.89,311.25,1376,49.66,219,failure
8191,3173,L,300.3,309.6,1624,32.6,175,normal
8192,14548,L,300.25,311.02,1255,71.79,148,failure
8193,11984,L,302.62,312.32,1459,52.87,252,failure
8194,11786,M,301.46,312.28,2709,9.72,128,failure
8195,2181,H,299.5,309.1,1548,44.3,40,normal
8196,7880,H,300.7,312.4,1457,47.2,74,normal
8197,2029,L,298.7,308.5,1668,35.2,77,normal
8198,2595,M,298.8,308.6,1486,41.1,13,normal
8199,9320,L,298.4,309.3,1409,43.1,166,normal
8200,16071,L,304.23,313.54,1509,34.89,205,failure
8201,10398,L,299.49,310.76,2729,9.05,142,failure
8202,8766,L,297.5,308.8,1360,50.7,190,normal
8203,1649,H,298.0,307.9,1482,37.8,132,normal
8204,5894,L,301.2,310.9,1597,37.9,164,normal
8205,3806,M,302.3,310.9,1360,44.0,67,failure
8206,16315,L,297.22,308.05,2204,14.99,120,failure
8207,8075,L,300.4,312.0,1366,43.0,117,normal
8208,18872,L,302.9,311.64,2655,11.51,75,failure
8209,17533,L,297.9,308.28,1362,56.36,215,failure
8210,16787,M,302.35,310.52,1359,49.0,64,failure
8211,9489,L,298.9,309.7,1407,41.9,207,normal
8212,11403,L,301.19,309.87,1261,64.1,19,failure
8213,9204,L,297.8,308.8,1621,36.1,68,normal
8214,5012,M,303.8,312.9,1815,27.8,66,normal
8215,14100,L,301.73,311.03,2750,8.33,12,failure
8216,14821,L,300.01,310.7,1293,61.48,206,failure
8217,11527,M,302.81,311.29,1369,54.22,117,failure
8218,13898,L,301.9,310.78,1382,50.67,227,failure
8219,14123,L,303.0,311.0,1365,47.01,21,failure
8220,8792,L,297.4,308.5,1418,51.2,52,normal
8221,12671,L,303.12,311.36,1361,48.33,103,failure
8222,11,H,298.6,309.1,1423,44.3,29,normal
8223,679,L,297.8,309.2,1372,47.3,15,normal
